date,price,baseline_revenue,incremental_revenue,revenue_observed,contrib_tv_units,contrib_tv_revenue,contrib_search_units,contrib_search_revenue,contrib_social_units,contrib_social_revenue,contrib_video_units,contrib_video_revenue,contrib_promo_index_units,contrib_promo_index_revenue,contrib_distribution_index_units,contrib_distribution_index_revenue,contrib_seasonality_index_units,contrib_seasonality_index_revenue
2024-09-15,9.40926005669569,1129111.2068034827,1128141.4796216835,2149978.833034812,31595.554959336252,297290.793248016,25446.392665280076,239431.726092414,12977.415224317592,122107.87470932606,17866.066999197734,168106.47058580027,13876.272925717167,130565.46057575838,11258.723328957318,105936.25570854601,6876.512957655994,64702.89870182288
2024-09-22,9.209059611599985,1105087.1533919983,1105146.658467079,2227946.1825425047,31557.95113147871,290619.0531897466,24948.05446543939,229748.1207656745,13758.966007102596,126707.13815338562,17970.615191145942,165492.46655238722,13833.370493121442,127392.33350050364,11465.932157727979,105590.45274307819,6471.572133948719,59597.093562303075
2024-09-29,9.189556329413783,1102746.759529654,1102757.8576076333,2239164.478764894,31733.238497623763,291614.38268863555,24386.908437162805,224104.86878356384,14195.78577130111,130452.97298566224,17732.758968885322,162956.18742048915,14339.450659442457,131773.18956779607,11617.464131513916,106759.34104149131,5995.601217834828,55096.91511999503
2024-10-06,9.18729758355817,1102475.7100269804,1107239.9352989697,2104896.1903502205,31513.41405749839,289523.11282012303,25513.799855494824,234402.8717597744,14196.106059776703,130423.850898922,17733.282734343935,162920.94561379185,14415.526232154718,132439.72931839444,11706.953121684446,107555.26212568028,5439.484495606077,49974.16276228384
2024-10-13,9.148268341223709,1097792.200946845,1097547.6251919097,2254287.2238430963,31452.069009604867,287731.96718655154,25070.634159334913,229352.88877424525,14478.609185204947,132454.20203396122,18156.6982727576,166102.34798981954,14310.135547018273,130912.95998340729,11708.557311205393,107113.0241715037,4796.561864575972,43880.23505242133
2024-10-20,9.237773215589925,1108532.785870791,1082564.1945079078,2159343.9720282345,31419.358979320765,290244.9128301742,23696.1088440749,218899.27959349865,13719.0806638866,126733.75589936928,17982.317084524362,166116.56711766426,14600.511517075523,134876.2142263525,11705.215686745501,108130.12795372063,4066.27614799368,37563.33688712819
2024-10-27,9.199041993632513,1103885.0392359016,1073133.481975712,2186605.654387923,31177.061158751512,286799.09483740426,24572.341924181834,226042.00524244542,13480.26816754121,124005.55295863918,17445.99204968831,160486.4134856617,15041.211163691267,138364.7331298901,11680.3102551796,107447.66453605363,3259.90660835934,29988.017785617707
2024-11-03,9.274043419332699,1112885.210319924,1084879.746555832,2304063.4168617157,31445.716099773348,291628.93646130734,25756.435203071906,238866.29840051808,13155.948998881706,122008.8422381555,17521.811744821687,162498.04290684997,15008.536782439081,139189.82178099192,11683.600053558146,108354.2141908161,2408.1826628756608,22333.590577193117
2024-11-10,9.421112872119402,1130533.5446543281,1066529.7364954536,2256175.6630491717,31670.78029540077,298373.9959110657,25749.913488902588,242592.84142626118,12933.380492211947,121846.83743519594,16959.442533311387,159776.82235454916,12735.501238781655,119982.59465357843,11588.664776460171,109178.11889618562,1568.6603078870519,14778.525818617489
2024-11-17,9.223926364750392,1106871.163770047,948073.2314544299,2038389.9287286743,31820.389582947744,293508.9304107804,24332.50453239171,224441.2300767363,12805.57083395821,118117.6424310258,15890.532330869335,146573.10011662415,5606.335326034545,51712.42422344152,11501.228572180431,106086.48545395558,827.5671812643155,7633.418741866087
2024-11-24,9.476353989662814,1137162.4787595377,1044793.0164326289,2123619.241986644,31922.62064285862,302510.05348944577,24581.140677361327,232939.59052837588,11811.018815256883,111925.39527194212,15571.999529502265,147565.77986842624,14554.309539090422,137921.78926754705,11522.97439056939,109195.78433885468,288.57339764006235,2734.6236680369584
2024-12-01,9.533870164252768,1144064.419710332,1032956.7787368251,2036484.766131988,31795.194984700895,303131.2608312391,25998.636141899304,247867.62142451748,11448.421835459169,109147.76736486408,14897.125612507525,142027.26141021124,12642.959792672373,120536.3371552065,11518.819916077822,109818.93352529492,44.850309278925906,427.5970254918608
2024-12-08,9.431571075881434,1131788.529105772,1051583.1589722135,2136266.318179349,31955.102169281763,301386.81734663394,25697.61348752244,242368.86808809728,13225.959875958386,124741.58061685752,15163.631950909805,143016.87251351247,13824.683062199434,130388.48090266816,11485.353794399403,108324.9306435225,143.73097016552396,1355.608860921533
2024-12-15,9.273237387044542,1112788.486445345,1043198.029104678,2142330.697111902,32131.663348562026,297964.54187181423,26446.398437704516,245243.73074519788,13673.373454563653,126796.43792588206,15420.941103262016,143002.04758218123,12692.005999104618,117695.98454749056,11565.565266076772,107250.23222768688,565.6119848449952,5245.054204425081
2024-12-22,9.466898193879777,1136027.7832655732,1065787.6119533787,2136607.782797158,32212.786094397565,304955.1664968879,27127.99829761247,256817.99808724114,13672.713261219329,129438.18447807334,16216.496614582762,153519.92251165106,10494.861706846697,99353.78733756502,11622.657435996342,110030.51468891712,1232.9316439241595,11672.03835304285
2024-12-29,9.699233720434382,1163908.0464521258,1143828.1749595937,2298649.027693573,32435.92737238152,314603.64052376343,26717.60153229904,259140.26171120416,14692.20684745576,142503.14808243985,16082.641725087928,155989.3009336378,14381.709347832522,139491.56026398356,11577.388606003076,112291.79796191784,2042.2711786926513,19808.465482647036
2025-01-05,9.608087366564858,1152970.4839877828,1148685.5022291704,2306962.584110876,32734.368595841348,314514.6733581807,27110.367832839514,260478.78267763165,14571.91983781293,140008.27890028624,15787.675048919029,151689.36118495013,14801.36050666622,142212.76489207175,11650.780981018628,111941.72155433921,2897.550636205772,27839.919661710646
2025-01-12,9.54967435260139,1145960.9223121668,1134626.9619505068,2265203.769428209,33218.46578508311,317225.530740575,25646.286287866467,244913.6824027111,14786.11538651213,141202.58688117968,16082.687359316456,153584.42699617092,13892.612569370127,132669.92594434158,11458.434163440159,109424.31485157604,3728.555845912502,35606.4941339526
2025-01-19,9.636175915148412,1156341.1098178094,1074785.534090258,2187619.5016075405,33319.57459163029,321073.2821828588,26265.787248999542,253101.74648122166,14283.005719573963,137633.55571088564,14962.96803922318,144185.79223869788,6810.258756967366,65624.8514098175,11401.131425695585,109863.30804972947,4493.794882778461,43302.998017046986
2025-01-26,9.805042414377159,1176605.089725259,1175282.3479194953,2363787.1417737138,33430.97395560064,327792.1175886024,26922.869956162274,263979.8818369316,14524.654640795818,142414.85480718303,15512.227354534056,152098.047152668,13021.949294879088,127680.7651541582,11277.774482925735,110579.05714486727,5174.646074012693,50737.6242350847
2025-02-02,9.806758380994784,1176811.0057193742,1192245.954853999,2400466.4377340553,33485.21095739596,328381.37319582124,26622.747641854927,261082.85356186994,14223.523497571057,139486.65826708122,16089.811522290707,157788.89399485083,14415.458171714577,141368.9152413417,10969.73595118849,107577.54997661752,5767.42165138152,56559.7106164165
2025-02-09,9.755620459407117,1170674.4551288541,1163745.4585992082,2258056.4341192637,33266.3394043882,324533.7813030307,27821.356044905482,271414.5902401298,13001.398219607767,126836.7064721048,15550.339680193889,151703.21193482983,12327.109292532823,120258.5996195808,11046.475239058202,107765.21984649032,6276.725241396218,61233.34918304202
2025-02-16,9.766183934583344,1171942.0721500013,1185938.5676004102,2457684.944016433,33405.660475626995,326245.82466121414,26690.22623617987,260661.65867817472,12956.92573420541,126539.71994698637,16429.26326909278,160451.20699565412,14191.046848939895,138592.3737510364,11049.086398049556,107907.41007245492,6710.950145307258,65540.3734948895
2025-02-23,9.782626793546822,1173915.2152256186,1194471.3652547786,2361381.736195497,33531.20674383137,328023.2815121626,26480.432139601708,259048.18495356606,12826.256569528174,125474.48117797225,16665.571772334883,163033.06894982082,14249.50396972498,139397.57932898338,11268.704331769182,110237.52892452234,7079.615922119933,69257.24040775115
2025-03-02,9.743805216020158,1169256.625922419,1205323.923214933,2375923.3475774545,33957.25251557941,330872.8541830163,26479.537672785973,258011.45729389426,13336.044320887466,129943.8182149393,16617.919677424754,161921.77243229534,14679.618300748052,143035.34136801385,11239.222429018577,109512.79412788196,7391.966895691992,72025.88559489197
2025-03-09,10.006927118626969,1200831.2542352362,1237832.4453814323,2490476.6037828904,33916.70695537847,339402.01460630074,26953.40431688709,269720.7525979746,12748.636064122986,127574.67195557809,17057.74981812923,170695.6592377916,14457.913294926682,144679.2846297592,10906.812010933232,109143.6728899741,7656.335312109925,76616.38946405408
2025-03-16,9.817464260585037,1178095.7112702045,1208940.4111565405,2403736.982316503,33951.06898665211,333313.4063851142,25339.450493720116,248769.14960496113,13675.431744964118,134258.0624042553,17862.986373354735,175369.23030772764,13263.680142799814,130215.70576576862,11169.27400387578,109653.94834973202,7879.927676392847,77360.90833898168
2025-03-23,9.970619557803923,1196474.3469364708,1257375.525020951,2524015.49817,33929.39462632549,338297.0856456883,25890.68508662285,258146.17108962414,14367.481577032951,143252.6928083523,17752.038119843128,176998.81846858867,14917.708864459652,148738.79976160635,11181.929768128015,111490.76764008707,8068.825526898755,80451.18960700427
2025-03-30,9.99515490743668,1199418.5888924017,1240510.1028299332,2460945.5663852175,33753.32603765317,337369.72238755936,25261.590816523934,252493.51341943658,13709.141168173206,137024.98962380865,17783.567274619774,177749.5097166462,14314.553660573856,143076.18126825048,11060.88196311121,110555.22863416886,8228.082360071629,82240.95778006312
2025-04-06,9.93197193641436,1191836.6323697232,1220423.0158456783,2367938.9092382784,33921.648795544366,336908.8638742506,24149.138321388837,239848.56409662252,13741.038611424623,136475.6098658555,17662.219035094717,175420.66379136423,14264.237336269713,141672.0049181847,10778.082470968888,107047.61263002253,8361.85373872095,83049.69666937798
2025-04-13,9.773252998223418,1172790.3597868101,1185248.6482732662,2383612.190479693,33979.83566439453,332093.53078618285,24489.673962466775,239343.7794791924,13262.154084191616,129614.38716622666,17538.123793437422,171404.52094742574,13247.85595918921,129474.64797317793,10283.560296395148,100503.83649915518,8473.52927801616,82813.94542190534
2025-04-20,9.836448177789908,1180373.781334789,1203314.6682708014,2301899.8411085466,34011.95293922877,334556.81251215294,24420.95811435831,240215.48894386346,13603.6031927606,133811.13783680697,18008.532789212873,177139.99953912277,13656.318280868401,134329.667069167,10065.015028841934,99003.99873988028,8565.852440523866,84257.56362980821
2025-04-27,9.768998304714492,1172279.796565739,1186870.1266536564,2366833.1818658174,33792.71909884627,330121.01558832225,23864.587219382105,233133.11208885492,13800.034142625775,134812.5101443133,17824.381174569335,174126.34947695272,13135.078613282663,128316.56070544991,10435.710632806667,101946.43948037933,8641.02301344918,84414.13916938394
2025-05-04,9.65243249222125,1158291.89906655,1190951.8514015032,2346901.7900325647,33913.825571660556,327350.91188342025,24163.023318991567,233231.95139453394,13865.527089512318,133836.06420058262,18009.708451149192,173837.4950293041,13938.281418518362,134538.32044983032,10792.450758974946,104173.40237662767,8700.781500920702,83983.70606720456
2025-05-11,9.743082809613556,1169169.9371536267,1203416.628124806,2357773.307491249,33596.75469130086,327335.96309161704,24134.515151963697,235144.57969545538,12999.23971751436,126652.66902975994,17972.639929466637,175108.91914016058,15185.134897494516,147950.02678144173,10880.213878851793,106006.82480795974,8746.47657662593,85217.64557841171
2025-05-18,9.557515399605665,1146901.8479526797,1166038.8600076337,2304021.7186791026,33605.95071993232,321189.39152414224,24652.69456162935,235618.5079145473,13263.526117291556,126766.35511908597,18212.137149120423,174062.78126244884,13081.710751281638,125028.65195856124,10407.163200673016,99466.62255664173,8779.117392336928,83906.5496722061
2025-05-25,9.756401805296248,1170768.2166355497,1163034.4487556554,2202046.7358438163,33807.39236851083,329838.50393649767,25439.895792994746,248201.84524132236,11859.337907320498,115704.46576859993,18291.41207503566,178458.3657902955,11324.312567912926,110484.54358132466,9685.55023566101,94496.11980449058,8799.412564837277,85850.6046331249
2025-06-01,9.55137961275138,1146165.5535301655,1178901.1530205256,2286792.046129383,33480.68395072355,319786.7221079132,26516.572872154735,253269.853531135,11360.188954619853,108505.47717815946,18489.566889002115,176600.87223221775,14963.297401274729,142920.13373807113,9809.20887830573,93691.47769746918,8807.79740167044,84126.6165355596
2025-06-08,9.576738037006741,1149208.564440809,1161913.5058988824,2317559.347344063,33249.03141637634,318417.2638588434,25632.499557941195,245475.73350009392,12551.584767646003,120203.2392690299,18174.914941641273,174056.39924097815,14289.150396793613,136843.45012148336,8625.01440286962,82599.50350169247,8804.450542652106,84317.91640676107
2025-06-15,9.542905910209212,1145148.7092251054,1181578.3650542803,2337885.340137095,33138.56969179515,316238.2525677118,27297.442848745366,260496.92869489035,13489.956927449313,128733.38969142376,18012.706488393305,171893.5632069523,13612.679626673795,129904.52086316989,9476.803044940458,90436.23978745095,8789.300767699015,83875.47024268129
2025-06-22,9.446429110040372,1133571.4932048446,1169608.6226419301,2232172.4873428536,32917.257411084196,310950.5386307579,26064.137036396387,246213.0228286962,13901.8006645372,131322.3744794628,17659.719931408712,166821.29243521942,14865.312820918121,140424.1237613773,9644.642243465107,91107.42924459386,8762.02428427148,82769.84126182276
2025-06-29,9.489135114369256,1138696.2137243107,1160938.4099345016,2386954.5908874795,32516.627177057107,308554.6687466663,26654.051050233767,252923.891760964,13391.199615699474,127070.90249686196,17548.115022266258,166516.4344487774,13887.551208362662,131780.84982387532,9624.388095815952,91327.11903432461,8722.032369177985,82764.54362303209
2025-07-06,9.342135461543002,1121056.2553851602,1162381.1775598603,2224101.750788367,32463.202453856582,303275.63483942335,27405.63206674516,256027.12717673997,14070.347546363088,131447.09276911317,17658.70912739852,164970.0527441428,15223.420003253235,142219.25185835513,8933.738498332263,83460.19522942176,8668.44880124322,80981.8229426642
2025-07-13,9.437525153914844,1132503.0184697814,1177262.7482260938,2376942.3383174795,32166.414686624557,303571.34771627514,27656.037091504582,261004.54570867642,13706.787522847057,129358.15202623524,17751.615112971722,167531.31415128554,14924.931684593877,140854.41819381536,9936.877994332875,93779.5360228994,8600.076088087417,81163.43440690657
2025-07-20,9.178748624704092,1101449.834964491,1132857.9212357297,2262942.2664842675,32205.759527266495,295608.570968448,27365.805935941677,251183.85359844373,14121.209081781122,129615.0284385574,17202.40352580028,157896.53770404414,14029.585830919516,128774.04165072051,9981.71362399389,91619.64019842401,8515.349082197094,78160.24867709182
2025-07-27,9.291657546227938,1114998.9055473525,1153134.3494056205,2224161.365401507,31920.236608578365,296591.9073614785,27421.1503091952,254787.93819668415,13841.720290837893,128612.52479314028,17373.495072480826,161428.56659457038,15343.929323083716,142570.53668361894,9791.461187309742,90978.90422966453,8412.274253283838,78163.97154646377
2025-08-03,9.44180787573118,1133016.9450877416,1139719.2403514658,2393780.5846203477,32177.82937167645,303816.8827854288,27242.35153239667,257217.04925202028,12792.392251893281,120783.30991336852,17530.066665071292,165515.52150036275,14120.137512183877,133319.62556894502,8558.722868229603,80809.81698345083,8288.352758060037,78257.03434788951
2025-08-10,9.120453198215355,1094454.3837858425,1105166.1170683033,2120854.0594829614,31869.737433404327,290666.4487007761,27000.706004360294,246258.67543154038,12267.638349138646,111886.4214159509,17238.235884168353,157220.52360135395,14757.005130411177,134590.57463773902,9900.665218617043,90298.55375759533,8140.48577518884,74244.91952334766
2025-08-17,9.129359127182703,1095523.0952619242,1110720.9083768018,2267080.355157123,31704.439442464965,289441.2135962788,27462.989186807758,250719.49099230327,11578.640785067928,105705.56993152978,17462.63847447796,159422.6979416672,14597.762783897924,133268.2189076265,10893.38599812699,99449.63288792489,7964.861838216537,72714.08411947134
2025-08-24,9.229588176514687,1107550.5811817625,1123611.603160927,2298136.027252873,31807.403631198984,293569.23648014443,27250.589392551632,251511.71766055108,11976.131293278488,110534.75978483068,16628.25562064906,153471.95147240645,15087.945679525219,139255.5250516418,11233.012065417854,103676.07534562744,7756.829015177137,71592.33736572496
2025-08-31,9.18191194372395,1101829.433246874,1105774.4594759946,2163189.979199982,31422.941906262713,288522.68559605745,26394.280188927347,242349.95651270845,12881.60341903727,118277.74828757359,15835.582547195778,145400.92452592344,15258.03887404174,140097.96937536818,11126.443583906017,102162.02523423737,7510.761415139045,68963.1499441262
2025-09-07,9.189673460247333,1102760.81522968,1089295.4199201944,2283627.10244695,31452.051725528054,289034.08501241147,26632.71141300022,244745.92124647435,12564.563320693682,115464.23408777583,15029.731378703274,138118.32356551604,14571.54964320486,133907.7830308362,11064.175303543056,101676.15814649359,7219.9425929222625,66348.91483068703
2025-09-14,9.199222405508594,1103906.6886610314,1096067.1823615993,2183470.9970628913,31713.435524085882,291738.94662882306,26196.477580247614,240987.2235016174,13545.358898933468,124606.76907372398,15986.853537244358,147066.62125340264,13604.355437755285,125149.4913555011,11224.813785875953,103259.55847669182,6876.512957655999,63258.57207183924
2025-09-21,9.214568441134805,1105748.2129361767,1098963.1236081969,2223805.920062217,31258.78267090708,288036.1923076319,26067.999040581853,240205.36128287792,13719.11877041321,126415.75886202969,16099.25269111072,148347.6657733634,14521.666453741149,133810.88941732916,11125.264549267218,102514.51161495355,6471.572133948727,59632.744350011366
2025-09-28,9.267946681951187,1112153.6018341426,1091102.5397517818,2220462.8122877735,31338.162866679013,290440.42255868367,25717.583418756592,238349.19191366804,13860.219181573782,128455.77237498293,15859.269795050723,146982.86687520903,13677.774660102315,126764.88627757128,11280.005261804412,104542.48733853214,5995.601217834829,55566.9124131348
2025-10-05,9.208841019093287,1105060.9222911943,1087920.2490584047,2184145.075113822,31432.01156733761,289452.39743391325,24481.2471937819,225443.91335666116,14209.812738367056,130855.90641870885,15871.359788188254,146156.82904625573,15275.611405888365,140670.67690627405,11429.144854657881,105249.17795073248,5439.484495606086,50091.347945859285
2025-10-12,9.159459205042923,1099135.1046051509,1060190.9969983685,2211850.0856324187,31640.42739115746,289809.20391942945,23947.226614863477,219343.64525276015,13868.967727906065,127032.24411981244,15290.684313358308,140054.3991853952,14644.671105500796,134137.26756210538,11559.669830454945,105880.3242358175,4796.561864575976,43933.91272304827
2025-10-19,9.271182201364027,1112541.8641636833,1073204.2930456798,2237777.104861442,31369.9757130345,290836.7604879073,24545.56875223468,227566.4401380752,13693.542811558691,126955.33038813925,16508.14610157183,153050.0303144097,14048.952292854776,130250.39644532754,11524.544109055567,106846.14822271062,4066.2761479937017,37699.18704911028
2025-10-26,9.418570328135937,1130228.4393763125,1076924.7868212156,2091374.886622263,31172.823313764966,293603.42870725086,24736.135001314055,232979.02715614135,12989.052137021092,122338.30104835753,16297.463123818634,153498.80260188782,14383.076236790732,135468.01507115428,11502.122807196449,108333.5525824361,3259.9066083593557,30703.659653987685
2025-11-02,9.24393394706748,1109272.0736480977,1039418.5000815557,2232769.2812739094,31494.023933412485,291128.67696782737,24493.4804470443,226416.11538626638,13792.470397860969,127496.68532471033,16241.157535185239,150132.18747916963,12586.506070194688,116348.83073724358,11427.485670400512,105634.92271824248,2408.1826628756726,22261.081468095792
2025-11-09,9.191900188091541,1103028.022570985,1025065.3333427751,2021955.2112938028,31713.366535454254,291506.09982225794,24618.51502990949,226290.93293395947,12950.027026120277,119035.35585718551,16526.742267325706,151912.16535557157,12750.576685656488,117202.02823516149,11390.439410467352,104699.78215952015,1568.6603078870737,14418.968979118927
2025-11-16,9.435288688207054,1132234.6425848464,1069741.812322643,2270185.7278244216,31903.07543777245,301014.7267970307,25580.93915620999,241363.54585430105,12063.629377523093,113823.82580446595,16675.35752470586,157336.8122246656,14888.979595131817,140481.82075289288,11437.14296310293,107912.74562517199,827.5671812643268,7808.335264114699
2025-11-23,9.350328017154549,1122039.362058546,1046157.5079185427,2241484.426508789,32101.825317683957,300162.59666974156,25081.45502984644,234519.83167657504,12292.090446410923,114935.07769047382,16755.838028531045,156672.5817690775,13843.018750721325,129436.76606686537,11521.777409648004,107732.3981208501,288.5733976400668,2698.255924959397
2025-11-30,9.184891702917376,1102187.004350085,1023362.1187725139,2055982.0409495959,32084.287756426165,294690.70840801223,25786.165424236027,236843.13685512042,12438.453404367736,114245.84747090162,16530.56143984507,151831.4166133989,12922.31301903945,118690.04563107663,11611.35286184813,106649.01856043482,44.85030927892638,411.94523356928914
2025-12-07,9.528120096295584,1143374.4115554702,1087300.825172779,2203183.4389572158,32294.73322431419,307708.0966390927,25895.509429402733,246735.52379810397,12798.313036962689,121943.86364616596,16958.751263883012,161585.01872548187,14510.258637393306,138255.48692539375,11513.640506682721,109703.34949324651,143.73097016552072,1369.485945294159
2025-12-14,9.431890058350008,1131826.807002001,1106035.5718703975,2163629.9324799506,32498.997952386988,306526.97569345613,26165.450019662785,246789.64791271146,13659.990320274579,128839.52689895516,17704.38001289091,166985.76583283636,15027.16959530046,141734.61151105392,11643.928553579197,109824.25396464142,565.6119848449918,5334.790056743093
2025-12-21,9.518627064358803,1142235.2477230565,1138704.1963000866,2266232.788363073,32502.680864098584,309380.89773722575,27175.94011894828,258677.6391156153,14254.800688215544,135686.13162788897,17995.92174678946,171296.46778707328,14896.56291931505,141794.82696971603,11570.199757124874,110132.41654820647,1232.9316439241459,11735.816514360766
